"contig","gene","strand","event_id","confirmed","exon_pre_end","exon1_start","exon1_end","exon2_start","exon2_end","exon_aft_start","event_jid","alpha","beta","depth_min","depth_q05","depth_q25","depth_median","depth_q75","depth_q95","depth_max","psi_min","psi_q05","psi_q25","psi_median","psi_q75","psi_q95","psi_max","log-likelihood"
"chr2","ENSG00000138069","-","mutex_exons_5094",0,65088690,65097971,65098066,65088939,65089067,65104734,"chr2s-:g.65088690j65097971_65098066j65104734>65088690j65088939_65089067j65104734[splMUT]",0.999999940618438,1.572107564379,620,630.4,690,1324,1498,2140.2,2897,0.321752265861027,0.324319699712441,0.379201680672269,0.445478723404255,0.543548387096774,0.603466409815275,0.629840546697039,117.871887207014
"chr2","ENSG00000138069","-","mutex_exons_5095",0,65088690,65097971,65098066,65088939,65089067,65104741,"chr2s-:g.65088690j65097971_65098066j65104741>65088690j65088939_65089067j65104741[splMUT]",0.757841660837886,79.9999982004934,284,304,357,605,975,1225.8,1321,0,0,0.002002002002002,0.00443458980044346,0.0126582278481013,0.0184684527227785,0.0198347107438017,44.5762660429011
"chr2","ENSG00000236780","-","mutex_exons_5096",0,67148437,67164537,67164587,67177582,67177712,67203116,"chr2s-:g.67148437j67164537_67164587j67203116>67148437j67177582_67177712j67203116[splMUT]",0.999999999911157,22.730224350794,0,0,0,0,0,9.39999999999997,39,0,0,0,0,0.0256410256410256,0.0461538461538461,0.0512820512820513,2.02159468593828
"chr2","ENSG00000169599","-","mutex_exons_5097",4,69396290,69399561,69399611,69399239,69399382,69400364,"chr2s-:g.69396290j69399561_69399611j69400364>69396290j69399239_69399382j69400364[splMUT]",2.2367802215813,0.99999972188956,0,0,5,8,13,21.8,25,0.285714285714286,0.348214285714286,0.519230769230769,0.666666666666667,0.78,0.893650793650794,0.904761904761905,31.2761452997405
"chr2","ENSG00000115977","-","mutex_exons_5098",1,69466551,69495985,69496080,69476880,69476990,69505569,"chr2s-:g.69466551j69495985_69496080j69505569>69466551j69476880_69476990j69505569[splMUT]",4.84191201703644,0.444462300628943,1,1,3,6,11,13.6,20,0.333333333333333,0.466666666666667,0.916666666666667,1,1,1,1,15.9633499383273
"chr2","ENSG00000179818","-","mutex_exons_5099",0,69963500,69968399,69968520,69964231,69964427,69996686,"chr2s-:g.69963500j69968399_69968520j69996686>69963500j69964231_69964427j69996686[splMUT]",0.177891411755088,1.00000112938447,0,0,0,0,1,2,2,0,0,0,0,0,0.8,1,2.80084156091869
"chr2","ENSG00000179818","-","mutex_exons_5100",0,69963500,69975559,69975635,69964231,69964427,69988742,"chr2s-:g.69963500j69975559_69975635j69988742>69963500j69964231_69964427j69988742[splMUT]",0.547166575298757,1.00000008350857,0,0,0,0,0,4.2,5,0,0,0,0.3,0.7,0.94,1,5.29146016091621
"chr2","ENSG00000179818","-","mutex_exons_5101",0,69963500,69975559,69975635,69964231,69964427,69996686,"chr2s-:g.69963500j69975559_69975635j69996686>69963500j69964231_69964427j69996686[splMUT]",0.494638150740683,1.02549501091151,0,0,0,0,1,2.4,4,0,0,0,0,0.5,0.9,1,5.1524626720467
"chr2","ENSG00000179818","-","mutex_exons_5102",0,69963500,69975559,69975635,69964231,69964427,70018015,"chr2s-:g.69963500j69975559_69975635j70018015>69963500j69964231_69964427j70018015[splMUT]",0.61248208991092,1.00000577023082,0,0,0,0,0,2.4,4,0,0,0,0.25,0.625,0.925,1,4.71918377020526
"chr2","ENSG00000179818","-","mutex_exons_5103",0,69963500,69988446,69988505,69964231,69964427,69988742,"chr2s-:g.69963500j69988446_69988505j69988742>69963500j69964231_69964427j69988742[splMUT]",0.206070376396117,1.00000006879052,0,0,0,0,0,2.4,4,0,0,0,0,0.25,0.85,1,3.34371784583172
"chr2","ENSG00000179818","-","mutex_exons_5104",0,69963500,69988446,69988505,69964231,69964427,69996686,"chr2s-:g.69963500j69988446_69988505j69996686>69963500j69964231_69964427j69996686[splMUT]",1,8,0,0,0,0,0,2,2,0,0,0,0,0,0,0,NA
"chr2","ENSG00000179818","-","mutex_exons_5105",0,69963500,69964369,69964427,69975559,69975635,69988446,"chr2s-:g.69963500j69964369_69964427j69988446>69963500j69975559_69975635j69988446[splMUT]",3.50622937696182,0.472912213487585,0,0,0,1,3,4.8,8,0.333333333333333,0.5,1,1,1,1,1,6.88724096473725
"chr2","ENSG00000179818","-","mutex_exons_5106",0,69963500,69964369,69964427,69975559,69975635,69988742,"chr2s-:g.69963500j69964369_69964427j69988742>69963500j69975559_69975635j69988742[splMUT]",1.0000000855325,0.158274954638345,0,0,0,1,3,5,9,0,0.266666666666667,1,1,1,1,1,7.58174458779605
"chr2","ENSG00000179818","-","mutex_exons_5107",0,69963500,69975559,69975635,69968399,69968520,69996686,"chr2s-:g.69963500j69975559_69975635j69996686>69963500j69968399_69968520j69996686[splMUT]",1.00000030835561,0.31874399050614,0,0,0,0,0,2,2,0,0.1,0.5,1,1,1,1,2.2691633124167
"chr2","ENSG00000179818","-","mutex_exons_5108",0,69963500,69988446,69988505,69968399,69968520,69996686,"chr2s-:g.69963500j69988446_69988505j69996686>69963500j69968399_69968520j69996686[splMUT]",1,2,0,0,0,0,0,0.199999999999999,1,0,0,0,0,0,0,0,NA
"chr2","ENSG00000179818","-","mutex_exons_5109",0,69963500,69988742,69988838,69968399,69968520,69996686,"chr2s-:g.69963500j69988742_69988838j69996686>69963500j69968399_69968520j69996686[splMUT]",29.3961787736715,0.999999979849288,0,0,0,1,3,5,5,0.8,0.9,1,1,1,1,1,2.83004933195463
"chr2","ENSG00000179818","-","mutex_exons_5110",0,69963500,69988742,69988838,70018015,70018131,70032133,"chr2s-:g.69963500j69988742_69988838j70032133>69963500j70018015_70018131j70032133[splMUT]",0.999999854048248,1.57669195399732,0,0,0,0,3,4,4,0,0.075,0.291666666666667,0.333333333333333,0.5,0.85,1,9.04742111378275
"chr2","ENSG00000179818","-","mutex_exons_5111",0,69964427,69988742,69988838,70018015,70018131,70032133,"chr2s-:g.69964427j69988742_69988838j70032133>69964427j70018015_70018131j70032133[splMUT]",0.336332184020344,2.75366461171817,0,0,0,0,2,3.2,4,0,0,0,0,0,0.375,0.5,3.63073657994354
"chr2","ENSG00000179818","-","mutex_exons_5112",0,69975635,69988742,69988838,70018015,70018131,70032133,"chr2s-:g.69975635j69988742_69988838j70032133>69975635j70018015_70018131j70032133[splMUT]",0.111300440548917,1.00000003786529,0,0,0,0,2,2.2,3,0,0,0,0,0,0.699999999999999,1,3.24145134810802
"chr2","ENSG00000179818","-","mutex_exons_5113",0,69996888,70011655,70011752,70003046,70003315,70051203,"chr2s-:g.69996888j70011655_70011752j70051203>69996888j70003046_70003315j70051203[splMUT]",2.9240683589236,0.999999856161657,0,0,0,0,0,1.6,4,0.5,0.55,0.75,1,1,1,1,2.33858558245518
"chr2","ENSG00000179818","-","mutex_exons_5114",0,69996888,70018015,70018131,70003046,70003315,70051203,"chr2s-:g.69996888j70018015_70018131j70051203>69996888j70003046_70003315j70051203[splMUT]",4.54022323729345,0.11085765147619,0,0,1,3,6,9.4,11,0.75,0.9125,1,1,1,1,1,4.6726316265134
"chr2","ENSG00000179818","-","mutex_exons_5115",0,69996888,70032133,70032255,70003046,70003315,70051203,"chr2s-:g.69996888j70032133_70032255j70051203>69996888j70003046_70003315j70051203[splMUT]",8.52696040987777,0.0751953167622776,2,2.8,4,9,19,27,31,0.882352941176471,0.976470588235294,1,1,1,1,1,5.03353009297552
"chr2","ENSG00000179818","-","mutex_exons_5116",0,69996888,70011655,70011752,70018015,70018131,70051203,"chr2s-:g.69996888j70011655_70011752j70051203>69996888j70018015_70018131j70051203[splMUT]",0.999999958668661,17.5146912064033,0,0,1,3,6,10.2,11,0,0,0,0,0,0.180357142857143,0.25,7.85484145603438
"chr2","ENSG00000179818","-","mutex_exons_5117",0,69996888,70011655,70011752,70032133,70032255,70051203,"chr2s-:g.69996888j70011655_70011752j70051203>69996888j70032133_70032255j70051203[splMUT]",0.999999312390873,53.6687545153749,2,2.8,4,9,19,27.8,31,0,0,0,0,0,0.0679738562091503,0.117647058823529,8.74642096346313
"chr2","ENSG00000179818","-","mutex_exons_5118",1,70051305,70053731,70053792,70077301,70077381,70083538,"chr2s-:g.70051305j70053731_70053792j70083538>70051305j70077301_70077381j70083538[splMUT]",5.99952401807248,0.999997460676438,2,2,6,12,14,20.6,23,0.6,0.667368421052632,0.75,0.869565217391304,1,1,1,26.7123414951003
"chr2","ENSG00000179818","-","mutex_exons_5119",3,70051305,70083538,70083687,70055714,70055910,70085547,"chr2s-:g.70051305j70083538_70083687j70085547>70051305j70055714_70055910j70085547[splMUT]",18.0213198199454,0.999999867879334,11,11,19,27,44,57.6,60,0.8,0.812631578947368,0.938775510204082,0.964912280701754,1,1,1,28.0520359837573
"chr2","ENSG00000179818","-","mutex_exons_5120",2,70053792,70083538,70083687,70055714,70055910,70085547,"chr2s-:g.70053792j70083538_70083687j70085547>70053792j70055714_70055910j70085547[splMUT]",7.008449782775,0.999999989653556,11,11,15,28,39,47,51,0.636363636363636,0.678996865203762,0.847826086956522,0.875,0.941176470588235,1,1,38.6143939784278
"chr2","ENSG00000179818","-","mutex_exons_5121",0,70059680,70077301,70077381,70081370,70081490,70083538,"chr2s-:g.70059680j70077301_70077381j70083538>70059680j70081370_70081490j70083538[splMUT]",3.77696970723595,0.999999526212049,0,0,1,3,3,6,6,0,0.216666666666667,0.666666666666667,1,1,1,1,13.529329997558
"chr2","ENSG00000144040","-","mutex_exons_5122",1,73040931,73041607,73041661,73042488,73042585,73058528,"chr2s-:g.73040931j73041607_73041661j73058528>73040931j73042488_73042585j73058528[splMUT]",2.81957400185165,0.536965629840166,0,0,0,2,4,4.2,5,0,0.275,0.766666666666667,1,1,1,1,10.5294188833964
"chr2","ENSG00000204843","-","mutex_exons_5123",1,74371728,74372928,74372948,74376742,74376762,74377432,"chr2s-:g.74371728j74372928_74372948j74377432>74371728j74376742_74376762j74377432[splMUT]",0.999999975775857,1.39246647146569,1,1.8,5,8,11,23,43,0,0.123076923076923,0.25,0.571428571428571,0.615384615384615,0.716883116883117,0.727272727272727,36.5264254021557
"chr2","ENSG00000204843","-","mutex_exons_5124",0,74378245,74383743,74383806,74378905,74378972,74391794,"chr2s-:g.74378245j74383743_74383806j74391794>74378245j74378905_74378972j74391794[splMUT]",0.466681853014601,1.40387855378452,0,0,1,4,5,6,6,0,0,0,0,0.5,0.825,1,17.8289427080529
"chr2","ENSG00000204843","-","mutex_exons_5125",0,74378245,74378905,74378972,74390583,74390728,74391794,"chr2s-:g.74378245j74378905_74378972j74391794>74378245j74390583_74390728j74391794[splMUT]",1.34493726025465,0.99999953355683,1,1,2,3,6,8,8,0,0,0.333333333333333,0.6,0.666666666666667,1,1,25.334018314749
"chr2","ENSG00000115275","-","mutex_exons_5126",8,74463012,74463380,74463386,74463190,74463331,74464496,"chr2s-:g.74463012j74463380_74463386j74464496>74463012j74463190_74463331j74464496[splMUT]",0.999999856279456,1.42535520853151,85,142.6,265,284,334,438,470,0.365853658536585,0.394128815539652,0.42093023255814,0.517647058823529,0.532142857142857,0.608601726599143,0.614893617021277,94.7086296172358
"chr2","ENSG00000115275","-","mutex_exons_5127",2,74463012,74463380,74463386,74463190,74463331,74464896,"chr2s-:g.74463012j74463380_74463386j74464896>74463012j74463190_74463331j74464896[splMUT]",0.99999710291721,17.6170018254256,42,70,127,141,191,227.4,249,0.018018018018018,0.024546011980567,0.0432692307692308,0.051948051948052,0.0638297872340425,0.0908080808080808,0.0984848484848485,52.604724397369
"chr2","ENSG00000115363","-","mutex_exons_5128",0,75522487,75526112,75526194,75560680,75560919,75561257,"chr2s-:g.75522487j75526112_75526194j75561257>75522487j75560680_75560919j75561257[splMUT]",1.3575116439754,0.999999880663197,0,0,1,1,2,4.2,5,0,0,0,0.5,1,1,1,13.4072571268837
"chr2","ENSG00000115363","-","mutex_exons_5129",1,75522487,75526112,75526199,75560680,75560919,75561257,"chr2s-:g.75522487j75526112_75526199j75561257>75522487j75560680_75560919j75561257[splMUT]",1.83112367126775,0.99999997615287,0,0,1,1,2,8.4,10,0,0,0.5,0.5,1,1,1,14.1862617921658
"chr2","ENSG00000163541","-","mutex_exons_5130",0,84423772,84423913,84424011,84425457,84425603,84431508,"chr2s-:g.84423772j84423913_84424011j84431508>84423772j84425457_84425603j84431508[splMUT]",0.999999970224367,71.411464900378,292,388.8,614,663,1314,1736.6,1799,0,0,0.0108368452739314,0.0145278450363196,0.0193548387096774,0.0259552155056844,0.0271493212669683,58.7453290630863
"chr2","ENSG00000186854","-","mutex_exons_5131",5,84832145,84832388,84832495,84836282,84838241,84839149,"chr2s-:g.84832145j84832388_84832495j84839149>84832145j84836282_84838241j84839149[splMUT]",0.999999623680715,6.29491998318126,1,1.8,9,36,60,79.2,88,0,0,0.0142857142857143,0.111111111111111,0.197183098591549,0.476190476190476,0.666666666666667,38.5977230954237
"chr2","ENSG00000152291","-","mutex_exons_5132",0,85324998,85327362,85327428,85326508,85327092,85327471,"chr2s-:g.85324998j85327362_85327428j85327471>85324998j85326508_85327092j85327471[splMUT]",0.32025381121536,2.92402631752749,101,188.2,251,317,610,696.4,762,0,0,0,0.150641025641026,0.196787148594378,0.221604877245016,0.231833910034602,72.9158557227995
"chr2","ENSG00000152291","-","mutex_exons_5133",0,85326804,85326979,85327092,85327143,85327273,85327484,"chr2s-:g.85326804j85326979_85327092j85327484>85326804j85327143_85327273j85327484[splMUT]",1.86802231969718,0.999999202293908,38,50,74,89,131,216.8,260,0.347222222222222,0.418959007551241,0.528409090909091,0.593220338983051,0.660377358490566,0.774117647058823,1,75.9217437277737
"chr2","ENSG00000152291","-","mutex_exons_5134",0,85326804,85327362,85327428,85326979,85327092,85327471,"chr2s-:g.85326804j85327362_85327428j85327471>85326804j85326979_85327092j85327471[splMUT]",0.689640692350706,1.59032546965295,35,49.4,85,95,127,171.8,203,0,0,0.0451612903225806,0.448818897637795,0.547619047619048,0.574978991596639,0.616071428571429,73.8571684007084
"chr2","ENSG00000042445","-","mutex_exons_5135",0,85346094,85351680,85351862,85349384,85349581,85354336,"chr2s-:g.85346094j85351680_85351862j85354336>85346094j85349384_85349581j85354336[splMUT]",1.89831698804051,0.999998885212823,214,318.8,601,664,757,954.2,1023,0.477537437603993,0.507555680291883,0.546895640686922,0.590163934426229,0.653963414634146,0.675129351212244,0.684057971014493,106.477062701898
"chr2","ENSG00000115486","-","mutex_exons_5136",1,85559075,85559766,85559815,85560815,85560985,85561386,"chr2s-:g.85559075j85559766_85559815j85561386>85559075j85560815_85560985j85561386[splMUT]",0.112443286635018,30.0126238972105,27,27,32,55,106,125.6,152,0,0,0,0,0,0.0164914107235814,0.0470588235294118,9.17268986589068
"chr2","ENSG00000115525","-","mutex_exons_5137",0,85846563,85850753,85850834,85847861,85848084,85861181,"chr2s-:g.85846563j85850753_85850834j85861181>85846563j85847861_85848084j85861181[splMUT]",0.999999998182602,79.999999222569,1,1.8,7,10,40,45,49,0,0,0,0,0,0.0417439703153989,0.0454545454545455,8.68254348361255
"chr2","ENSG00000115525","-","mutex_exons_5138",0,85846563,85850753,85850834,85847861,85848381,85861181,"chr2s-:g.85846563j85850753_85850834j85861181>85846563j85847861_85848381j85861181[splMUT]",0.999839920044145,79.6383497680208,1,1.8,7,10,39,46.4,52,0,0,0,0,0,0.0398601398601399,0.0454545454545455,8.66688527235977
"chr2","ENSG00000115525","-","mutex_exons_5139",0,85847562,85850753,85850834,85847861,85848084,85861181,"chr2s-:g.85847562j85850753_85850834j85861181>85847562j85847861_85848084j85861181[splMUT]",0.493580020321827,3.93209428471282,0,0,0,1,3,8.4,10,0,0,0,0,0.05,0.583333333333333,1,8.82157887207029
"chr2","ENSG00000115525","-","mutex_exons_5140",0,85847562,85850753,85850834,85847861,85848381,85861181,"chr2s-:g.85847562j85850753_85850834j85861181>85847562j85847861_85848381j85861181[splMUT]",0.524165271180755,5.14982316465372,0,0,1,1,4,9.8,13,0,0,0,0,0,0.485714285714284,1,9.18676427750013
"chr2","ENSG00000115525","-","mutex_exons_5141",0,85848204,85850753,85850834,85851264,85851703,85861181,"chr2s-:g.85848204j85850753_85850834j85861181>85848204j85851264_85851703j85861181[splMUT]",0.974225411714534,4.41615609298429,0,0,1,2,4,12,12,0,0,0,0,0.142857142857143,0.699999999999999,1,14.0540574440604
"chr2","ENSG00000115525","-","mutex_exons_5142",0,85848204,85850753,85850834,85852860,85853000,85861181,"chr2s-:g.85848204j85850753_85850834j85861181>85848204j85852860_85853000j85861181[splMUT]",0.415498456239222,1.00000001129817,0,0,0,1,4,8.2,9,0,0,0,0.0833333333333333,0.916666666666667,1,1,12.9665603752609
"chr2","ENSG00000115525","-","mutex_exons_5143",1,85848204,85850753,85850834,85852860,85853091,85861181,"chr2s-:g.85848204j85850753_85850834j85861181>85848204j85852860_85853091j85861181[splMUT]",0.514469680207616,1.00000005616886,0,0,0,2,2,5.8,9,0,0,0,0.5,0.5,1,1,12.0432586898621
"chr2","ENSG00000115525","-","mutex_exons_5144",0,85848204,85850753,85850834,85852860,85853097,85861181,"chr2s-:g.85848204j85850753_85850834j85861181>85848204j85852860_85853097j85861181[splMUT]",1.00018673324709,0.997648831121658,0,0,0,0,2,6.6,9,0,0,0,0.666666666666667,1,1,1,10.8282462451758
"chr2","ENSG00000115525","-","mutex_exons_5145",0,85848204,85858134,85858247,85851264,85851703,85861181,"chr2s-:g.85848204j85858134_85858247j85861181>85848204j85851264_85851703j85861181[splMUT]",0.227381865461581,1.00000024902017,0,0,1,2,4,7.8,11,0,0,0,0,0.333333333333333,1,1,13.4726769897064
"chr2","ENSG00000115525","-","mutex_exons_5146",0,85848204,85858134,85858247,85852860,85853000,85861181,"chr2s-:g.85848204j85858134_85858247j85861181>85848204j85852860_85853000j85861181[splMUT]",0.382224348567937,1.00000815587669,0,0,0,1,3,8.2,9,0,0,0,0.1,0.833333333333333,1,1,11.0885494838721
"chr2","ENSG00000115525","-","mutex_exons_5147",0,85848204,85858134,85858247,85852860,85853091,85861181,"chr2s-:g.85848204j85858134_85858247j85861181>85848204j85852860_85853091j85861181[splMUT]",0.448052498907313,1.00000151898192,0,0,0,1,2,5.8,9,0,0,0,0.166666666666667,0.833333333333333,1,1,10.4301349187073
"chr2","ENSG00000115525","-","mutex_exons_5148",0,85848204,85858134,85858247,85852860,85853097,85861181,"chr2s-:g.85848204j85858134_85858247j85861181>85848204j85852860_85853097j85861181[splMUT]",0.568977805202411,1.00000073587623,0,0,0,1,2,4.2,9,0,0,0,0.333333333333333,1,1,1,9.42844104015107
"chr2","ENSG00000115525","-","mutex_exons_5149",0,85848204,85858134,85858247,85852860,85853099,85861181,"chr2s-:g.85848204j85858134_85858247j85861181>85848204j85852860_85853099j85861181[splMUT]",1.00000903638911,0.999926803657463,0,0,0,0,2,5.2,10,0,0,0.125,0.5,1,1,1,8.97720023254256
"chr2","ENSG00000132305","-","mutex_exons_5150",0,86166644,86171208,86171288,86170749,86170838,86173650,"chr2s-:g.86166644j86171208_86171288j86173650>86166644j86170749_86170838j86173650[splMUT]",0.532298548627677,79.9998291905745,45,57,71,136,204,316.2,325,0,0,0,0,0.00549450549450549,0.0250739064856712,0.0392156862745098,21.3921432462227
"chr2","ENSG00000174501","-","mutex_exons_5151",6,95895590,95897270,95897342,95902886,95902958,95903053,"chr2s-:g.95895590j95897270_95897342j95903053>95895590j95902886_95902958j95903053[splMUT]",1.49895222354397,0.999999935659395,0,0,3,6,9,16,20,0,0.108333333333333,0.355769230769231,0.577777777777778,0.880952380952381,1,1,28.8066153147327
"chr2","ENSG00000174501","-","mutex_exons_5152",4,95917927,95918014,95918042,95919892,95919920,95921607,"chr2s-:g.95917927j95918014_95918042j95921607>95917927j95919892_95919920j95921607[splMUT]",0.999999804977907,2.04858726285724,0,0,5,8,16,23.8,27,0,0.0875,0.218253968253968,0.375,0.46875,0.671929824561403,0.684210526315789,32.9266970458938
"chr2","ENSG00000174501","-","mutex_exons_5153",1,95918042,95919733,95919805,95921607,95921679,95921782,"chr2s-:g.95918042j95919733_95919805j95921782>95918042j95921607_95921679j95921782[splMUT]",0.426538526964171,1.20571650173949,0,1.6,3,6,8,12,12,0,0,0,0.105555555555556,0.425,0.90625,1,25.542142846305
"chr2","ENSG00000174501","-","mutex_exons_5154",4,95958663,95958757,95958785,95960639,95960667,95962352,"chr2s-:g.95958663j95958757_95958785j95962352>95958663j95960639_95960667j95962352[splMUT]",3.79322803961967,0.999999354241058,0,1.6,5,11,28,30,30,0,0.375,0.75,0.816666666666667,0.86875,0.919318181818182,0.95,33.9418330142533
"chr2","ENSG00000114982","-","mutex_exons_5155",0,96613619,96619359,96619544,96636921,96637185,96638283,"chr2s-:g.96613619j96619359_96619544j96638283>96613619j96636921_96637185j96638283[splMUT]",3.25790985825317,0.999901289479795,17,17,25,58,66,82.8,98,0.529411764705882,0.547261663286004,0.672413793103448,0.774193548387097,0.823529411764706,0.868067226890756,0.911764705882353,55.9475743168118
"chr2","ENSG00000075568","-","mutex_exons_5156",1,97766602,97772297,97772424,97792386,97792984,97793395,"chr2s-:g.97766602j97772297_97772424j97793395>97766602j97792386_97792984j97793395[splMUT]",1.95789997090279,0.9999957404432,62,74,101,233,321,417.6,428,0.480519480519481,0.50812106348587,0.560975609756098,0.597560975609756,0.64018691588785,0.708685795080569,0.732283464566929,85.2121156957486
"chr2","ENSG00000196872","-","mutex_exons_5157",0,98846810,98897377,98897481,98912748,98912985,98935938,"chr2s-:g.98846810j98897377_98897481j98935938>98846810j98912748_98912985j98935938[splMUT]",0.993896281293422,1.988943396531,0,0,0,0,0,1,1,0,0,0,0,0.5,0.9,1,1.90954261654059
"chr2","ENSG00000144218","-","mutex_exons_5158",0,100104518,100129224,100129306,100105482,100105583,100142484,"chr2s-:g.100104518j100129224_100129306j100142484>100104518j100105482_100105583j100142484[splMUT]",10,1,0,0,0,0,0,2.8,6,1,1,1,1,1,1,1,NA
"chr2","ENSG00000115641","-","mutex_exons_5159",0,105373733,105384865,105384941,105377996,105378117,105386361,"chr2s-:g.105373733j105384865_105384941j105386361>105373733j105377996_105378117j105386361[splMUT]",0.424568955276974,1.14973487457695,1,1,3,12,17,27.2,32,0,0,0,0,0.5,0.842434210526316,0.84375,33.3233851854376
"chr2","ENSG00000175772","-","mutex_exons_5160",1,110375275,110375556,110375595,110375316,110375435,110375836,"chr2s-:g.110375275j110375556_110375595j110375836>110375275j110375316_110375435j110375836[splMUT]",1.00000006972464,0.486470598134761,0,0.8,2,6,10,20.2,25,0,0,0.26,0.875,1,1,1,28.6744233860062
"chr2","ENSG00000175772","-","mutex_exons_5161",1,110375275,110375316,110375435,110375556,110375715,110375836,"chr2s-:g.110375275j110375316_110375435j110375836>110375275j110375556_110375715j110375836[splMUT]",0.236259416187513,1.30406501583886,5,5.8,13,18,35,43.2,44,0,0,0,0,0.380952380952381,0.555555555555555,0.777777777777778,34.8906925598144
"chr2","ENSG00000175772","-","mutex_exons_5162",1,110375275,110375316,110375435,110375556,110375755,110375836,"chr2s-:g.110375275j110375316_110375435j110375836>110375275j110375556_110375755j110375836[splMUT]",0.31612183359789,3.39177789481537,10,15.6,20,28,50,68.8,104,0,0,0,0,0.133333333333333,0.350588235294118,0.352941176470588,34.9471395932628
"chr2","ENSG00000175772","-","mutex_exons_5163",1,110375275,110375316,110375435,110375596,110375715,110375836,"chr2s-:g.110375275j110375316_110375435j110375836>110375275j110375596_110375715j110375836[splMUT]",0.249554087646429,1.31882559999176,1,4.2,13,18,31,44,44,0,0,0,0,0.409090909090909,0.555555555555555,0.777777777777778,34.5237343736106
"chr2","ENSG00000175772","-","mutex_exons_5164",1,110375275,110375316,110375435,110375596,110375755,110375836,"chr2s-:g.110375275j110375316_110375435j110375836>110375275j110375596_110375755j110375836[splMUT]",0.326473207175502,3.48645391069425,10,12.4,20,28,48,67.2,104,0,0,0,0,0.137931034482759,0.346923076923077,0.35,34.8100378747408
"chr2","ENSG00000175772","-","mutex_exons_5165",1,110375275,110375636,110375675,110375316,110375435,110375836,"chr2s-:g.110375275j110375636_110375675j110375836>110375275j110375316_110375435j110375836[splMUT]",1.00000058325607,0.471317626611949,0,0,2,6,14,23.2,28,0,0,0.392857142857143,0.714285714285714,1,1,1,28.8249639201304
"chr2","ENSG00000175772","-","mutex_exons_5166",1,110375275,110375636,110375715,110375316,110375435,110375836,"chr2s-:g.110375275j110375636_110375715j110375836>110375275j110375316_110375435j110375836[splMUT]",1.28260298403557,0.241395238930127,1,4.2,15,19,31,44.8,48,0.222222222222222,0.444444444444444,0.590909090909091,1,1,1,1,34.661150228298
"chr2","ENSG00000175772","-","mutex_exons_5167",1,110375275,110375316,110375435,110375636,110375755,110375836,"chr2s-:g.110375275j110375316_110375435j110375836>110375275j110375636_110375755j110375836[splMUT]",0.316318331544427,3.40925867063895,13,13,20,28,50,68.8,104,0,0,0,0,0.137931034482759,0.346923076923077,0.35,34.954366200311
"chr2","ENSG00000175772","-","mutex_exons_5168",0,110375275,110375716,110375755,110375316,110375435,110375836,"chr2s-:g.110375275j110375716_110375755j110375836>110375275j110375316_110375435j110375836[splMUT]",3.46434773589419,0.327121152896613,10,12.4,20,28,48,67.2,104,0.647058823529412,0.649411764705882,0.862068965517241,1,1,1,1,34.7943495054445
"chr2","ENSG00000175772","-","mutex_exons_5169",1,110375275,110375596,110375715,110375316,110375595,110375836,"chr2s-:g.110375275j110375596_110375715j110375836>110375275j110375316_110375595j110375836[splMUT]",2.66088631877105,0.85147796131964,3,4.6,13,20,33,43.8,51,0.222222222222222,0.311111111111111,0.55,0.833333333333333,0.939393939393939,1,1,43.9728053380044
"chr2","ENSG00000175772","-","mutex_exons_5170",1,110375275,110375596,110375755,110375316,110375595,110375836,"chr2s-:g.110375275j110375596_110375755j110375836>110375275j110375316_110375595j110375836[splMUT]",6.6589118781118,0.999999950513655,10,14,20,30,50,71.8,107,0.65,0.663333333333333,0.825396825396825,0.891891891891892,0.95,1,1,42.5633588690539
"chr2","ENSG00000175772","-","mutex_exons_5171",1,110375275,110375636,110375675,110375316,110375595,110375716,"chr2s-:g.110375275j110375636_110375675j110375716>110375275j110375316_110375595j110375716[splMUT]",1.00016435164841,0.90100301304304,14,18,22,55,90,100.4,110,0,0,0.563636363636364,0.622448979591837,0.715909090909091,0.866666666666667,1,65.8601846230827
"chr2","ENSG00000175772","-","mutex_exons_5172",1,110375275,110375636,110375675,110375316,110375595,110375756,"chr2s-:g.110375275j110375636_110375675j110375756>110375275j110375316_110375595j110375756[splMUT]",1.25370185399984,0.7363799384539,0,5.6,18,22,32,49.4,63,0,0.118421052631579,0.476190476190476,0.764412416851441,0.857142857142857,1,1,49.8027442813297
"chr2","ENSG00000175772","-","mutex_exons_5173",1,110375275,110375636,110375675,110375316,110375595,110375836,"chr2s-:g.110375275j110375636_110375675j110375836>110375275j110375316_110375595j110375836[splMUT]",1.13918592546371,0.999999980582983,0,0,3,8,19,23,31,0,0,0.327956989247312,0.526315789473684,0.708333333333333,1,1,34.0815676304694
"chr2","ENSG00000175772","-","mutex_exons_5174",1,110375275,110375636,110375715,110375316,110375595,110375836,"chr2s-:g.110375275j110375636_110375715j110375836>110375275j110375316_110375595j110375836[splMUT]",2.5057578889482,0.792514051686159,3,4.6,14,20,33,46.2,55,0.222222222222222,0.311111111111111,0.55,0.840909090909091,0.939393939393939,1,1,44.3675291965447
"chr2","ENSG00000175772","-","mutex_exons_5175",1,110375275,110375636,110375755,110375316,110375595,110375836,"chr2s-:g.110375275j110375636_110375755j110375836>110375275j110375316_110375595j110375836[splMUT]",6.76580023412413,0.999999512249183,13,14.6,20,30,50,75,107,0.65,0.663333333333333,0.835820895522388,0.885714285714286,0.95,1,1,42.8195705582487
