,seq_header,seq_id,novelSeq
0,en|ENST00000638119:g.68989258j68995204_68995278j69000424>68989258j68989717_68989859j69000424,en|ENST00000638119:g.68989258j68995204_68995278j69000424>68989258j68989717_68989859j69000424,True
0,en|ENST00000645393:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000645393:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000398978:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000398978:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000354547:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000354547:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000357811:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000357811:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000520267:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000520267:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000398969:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000398969:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000517713:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000517713:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000522165:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,en|ENST00000522165:g.69947342j69952882_69952968j69957004>69947342j69953948_69954025j69957004,True
0,en|ENST00000536019:g.72860527j72868703_72868863j72871377>72860527j72861679_72861776j72871377,en|ENST00000536019:g.72860527j72868703_72868863j72871377>72860527j72861679_72861776j72871377,True
0,en|ENST00000435275:g.78037304j78040201_78040225j78040615>78037304j78037439_78038275j78040615,en|ENST00000435275:g.78037304j78040201_78040225j78040615>78037304j78037439_78038275j78040615,True
0,en|ENST00000371627:g.91834024j91836919_91836998j91840561>91834024j91836796_91836884j91840561,en|ENST00000371627:g.91834024j91836919_91836998j91840561>91834024j91836796_91836884j91840561,True
0,en|ENST00000612478:g.98209899j98211307_98211348j98231512>98209899j98230066_98230227j98231512|ENST00000612478:g.98209899j98211307_98211348j98231512>98209899j98230066_98230223j98231512,en|ENST00000612478:g.98209899j98211307_98211348j98231512>98209899j98230066_98230227j98231512,True
1,en|ENST00000612478:g.98209899j98211307_98211348j98231512>98209899j98230066_98230227j98231512|ENST00000612478:g.98209899j98211307_98211348j98231512>98209899j98230066_98230223j98231512,en|ENST00000612478:g.98209899j98211307_98211348j98231512>98209899j98230066_98230223j98231512,True
0,en|ENST00000370187:g.101354228j101430345_101430452j101461981>101354228j101453501_101453556j101461981,en|ENST00000370187:g.101354228j101430345_101430452j101461981>101354228j101453501_101453556j101461981,True
0,en|ENST00000539281:g.104263077j104266084_104266190j104267252>104263077j104265912_104266050j104267252|ENST00000539281:g.104263077j104266084_104266190j104267252>104263077j104265912_104266028j104267252,en|ENST00000539281:g.104263077j104266084_104266190j104267252>104263077j104265912_104266050j104267252,True
1,en|ENST00000539281:g.104263077j104266084_104266190j104267252>104263077j104265912_104266050j104267252|ENST00000539281:g.104263077j104266084_104266190j104267252>104263077j104265912_104266028j104267252,en|ENST00000539281:g.104263077j104266084_104266190j104267252>104263077j104265912_104266028j104267252,True
0,en|ENST00000369713:g.104263077j104266084_104266190j104267252>104263077j104265912_104266050j104267252|ENST00000369713:g.104263077j104266084_104266190j104267252>104263077j104265912_104266028j104267252,en|ENST00000369713:g.104263077j104266084_104266190j104267252>104263077j104265912_104266050j104267252,True
1,en|ENST00000369713:g.104263077j104266084_104266190j104267252>104263077j104265912_104266050j104267252|ENST00000369713:g.104263077j104266084_104266190j104267252>104263077j104265912_104266028j104267252,en|ENST00000369713:g.104263077j104266084_104266190j104267252>104263077j104265912_104266028j104267252,True
0,en|ENST00000542695:g.113040126j113089397_113089540j113141184>113040126j113086047_113086233j113141184,en|ENST00000542695:g.113040126j113089397_113089540j113141184>113040126j113086047_113086233j113141184,True
0,en|ENST00000355717:g.113040126j113089400_113089540j113141184>113040126j113086047_113086233j113141184,en|ENST00000355717:g.113040126j113089400_113089540j113141184>113040126j113086047_113086233j113141184,True
0,en|ENST00000368956:g.122582923j122584322_122584351j122597974>122582923j122595537_122595626j122597974,en|ENST00000368956:g.122582923j122584322_122584351j122597974>122582923j122595537_122595626j122597974,True
0,en|ENST00000368956:g.122582923j122584322_122584351j122597974>122582923j122595559_122595626j122597974,en|ENST00000368956:g.122582923j122584322_122584351j122597974>122582923j122595559_122595626j122597974,True
0,en|ENST00000368955:g.122611247j122617228_122617260j122618017>122611247j122613168_122613200j122618017,en|ENST00000368955:g.122611247j122617228_122617260j122618017>122611247j122613168_122613200j122618017,True
0,en|ENST00000368909:g.122611247j122617228_122617260j122618017>122611247j122613168_122613200j122618017,en|ENST00000368909:g.122611247j122617228_122617260j122618017>122611247j122613168_122613200j122618017,True
0,en|ENST00000378937:g.12179132j12184494_12184532j12184889>12179132j12180395_12180489j12184889,en|ENST00000378937:g.12179132j12184494_12184532j12184889>12179132j12180395_12180489j12184889,True
0,en|ENST00000376137:g.26751783j26755655_26755741j26765218>26751783j26763880_26763960j26765218,en|ENST00000376137:g.26751783j26755655_26755741j26765218>26751783j26763880_26763960j26765218,True
0,en|ENST00000376142:g.26759238j26763880_26763960j26765218>26759238j26764510_26764639j26765218,en|ENST00000376142:g.26759238j26763880_26763960j26765218>26759238j26764510_26764639j26765218,True
0,en|ENST00000346832:g.26759238j26763880_26763960j26765218>26759238j26764510_26764639j26765218,en|ENST00000346832:g.26759238j26763880_26763960j26765218>26759238j26764510_26764639j26765218,True
0,en|ENST00000346832:g.26823305j26839733_26839783j26860747>26823305j26835315_26835407j26860747,en|ENST00000346832:g.26823305j26839733_26839783j26860747>26823305j26835315_26835407j26860747,True
0,en|ENST00000399262:g.63217331j63219878_63219983j63264651>63217331j63261456_63261553j63264651,en|ENST00000399262:g.63217331j63219878_63219983j63264651>63217331j63261456_63261553j63264651,True
0,en|ENST00000430082:g.73139737j73141387_73141485j73146276>73139737j73141146_73141334j73146276,en|ENST00000430082:g.73139737j73141387_73141485j73146276>73139737j73141146_73141334j73146276,True
0,en|ENST00000430082:g.73139737j73141387_73141485j73146276>73139737j73141146_73141337j73146276,en|ENST00000430082:g.73139737j73141387_73141485j73146276>73139737j73141146_73141337j73146276,True
0,en|ENST00000640523:g.76970067j77001407_77001580j77008185>76970067j76974487_76974573j77008185,en|ENST00000640523:g.76970067j77001407_77001580j77008185>76970067j76974487_76974573j77008185,True
0,en|ENST00000639591:g.76970067j77001407_77001580j77008185>76970067j76974487_76974573j77008185,en|ENST00000639591:g.76970067j77001407_77001580j77008185>76970067j76974487_76974573j77008185,True
0,en|ENST00000638848:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,en|ENST00000638848:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,True
0,en|ENST00000457953:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,en|ENST00000457953:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,True
0,en|ENST00000404771:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,en|ENST00000404771:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,True
0,en|ENST00000639544:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,en|ENST00000639544:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,True
0,en|ENST00000638759:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,en|ENST00000638759:g.76970067j77001407_77001580j77011967>76970067j76974487_76974573j77011967,True
0,en|ENST00000354353:g.76974573j76977543_76977638j77011967>76974573j77008185_77008193j77011967,en|ENST00000354353:g.76974573j76977543_76977638j77011967>76974573j77008185_77008193j77011967,True
0,en|ENST00000638575:g.76974573j76977543_76977638j77011967>76974573j77008185_77008193j77011967,en|ENST00000638575:g.76974573j76977543_76977638j77011967>76974573j77008185_77008193j77011967,True
0,en|ENST00000650060:g.92475994j92478645_92478789j92483255>92475994j92480793_92480916j92483255,en|ENST00000650060:g.92475994j92478645_92478789j92483255>92475994j92480793_92480916j92483255,True
0,en|ENST00000277982:g.95322021j95336521_95336805j95339133>95322021j95322746_95322805j95339133|ENST00000371246:g.95322021j95336521_95336805j95339133>95322021j95322746_95322805j95339133,en|ENST00000277982:g.95322021j95336521_95336805j95339133>95322021j95322746_95322805j95339133,True
1,en|ENST00000277982:g.95322021j95336521_95336805j95339133>95322021j95322746_95322805j95339133|ENST00000371246:g.95322021j95336521_95336805j95339133>95322021j95322746_95322805j95339133,en|ENST00000371246:g.95322021j95336521_95336805j95339133>95322021j95322746_95322805j95339133,True
0,en|ENST00000371245:g.95322021j95322746_95322805j95339133>95322021j95336521_95336805j95339133,en|ENST00000371245:g.95322021j95322746_95322805j95339133>95322021j95336521_95336805j95339133,True
0,en|ENST00000371246:g.95384285j95386991_95387119j95395001>95384285j95394611_95394673j95395001|ENST00000277982:g.95384285j95386991_95387119j95395001>95384285j95394611_95394673j95395001,en|ENST00000371246:g.95384285j95386991_95387119j95395001>95384285j95394611_95394673j95395001,True
1,en|ENST00000371246:g.95384285j95386991_95387119j95395001>95384285j95394611_95394673j95395001|ENST00000277982:g.95384285j95386991_95387119j95395001>95384285j95394611_95394673j95395001,en|ENST00000277982:g.95384285j95386991_95387119j95395001>95384285j95394611_95394673j95395001,True
0,en|ENST00000371247:g.95384285j95394611_95394673j95395001>95384285j95386991_95387119j95395001|ENST00000361941:g.95384285j95394611_95394673j95395001>95384285j95386991_95387119j95395001,en|ENST00000371247:g.95384285j95394611_95394673j95395001>95384285j95386991_95387119j95395001,True
1,en|ENST00000371247:g.95384285j95394611_95394673j95395001>95384285j95386991_95387119j95395001|ENST00000361941:g.95384285j95394611_95394673j95395001>95384285j95386991_95387119j95395001,en|ENST00000361941:g.95384285j95394611_95394673j95395001>95384285j95386991_95387119j95395001,True
0,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95414830_95414862j95421961,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95414830_95414862j95421961,True
0,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95415469_95415785j95421961,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95415469_95415785j95421961,True
0,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95415469_95416149j95421961,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95415469_95416149j95421961,True
0,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95415469_95416185j95421961,en|ENST00000371245:g.95410777j95414494_95414655j95421961>95410777j95415469_95416185j95421961,True
0,en|ENST00000485122:g.97436551j97438670_97438703j97441171>97436551j97437191_97437254j97441171,en|ENST00000485122:g.97436551j97438670_97438703j97441171>97436551j97437191_97437254j97441171,True
0,en|ENST00000354105:g.100246935j100250248_100250332j100253421>100246935j100250110_100250178j100253421,en|ENST00000354105:g.100246935j100250248_100250332j100253421>100246935j100250110_100250178j100253421,True
0,en|ENST00000357797:g.101792901j101793913_101793998j101797980>101792901j101793686_101793744j101797980|ENST00000439817:g.101792943j101793913_101793998j101797980>101792943j101793686_101793744j101797980,en|ENST00000357797:g.101792901j101793913_101793998j101797980>101792901j101793686_101793744j101797980,True
1,en|ENST00000357797:g.101792901j101793913_101793998j101797980>101792901j101793686_101793744j101797980|ENST00000439817:g.101792943j101793913_101793998j101797980>101792943j101793686_101793744j101797980,en|ENST00000439817:g.101792943j101793913_101793998j101797980>101792943j101793686_101793744j101797980,True
0,en|ENST00000361464:g.101792943j101793913_101793998j101797980>101792943j101793686_101793744j101797980,en|ENST00000361464:g.101792943j101793913_101793998j101797980>101792943j101793686_101793744j101797980,True
0,en|ENST00000369847:g.103333952j103345024_103345132j103347238>103333952j103339502_103339769j103347238,en|ENST00000369847:g.103333952j103345024_103345132j103347238>103333952j103339502_103339769j103347238,True
0,en|ENST00000392952:g.114473956j114485297_114485380j114487958>114473956j114481479_114481526j114487958,en|ENST00000392952:g.114473956j114485297_114485380j114487958>114473956j114481479_114481526j114487958,True
0,en|ENST00000369252:g.114473956j114485297_114485380j114487958>114473956j114481479_114481526j114487958,en|ENST00000369252:g.114473956j114485297_114485380j114487958>114473956j114481479_114481526j114487958,True
0,en|ENST00000369256:g.114473956j114485297_114485380j114487958>114473956j114481479_114481526j114487958,en|ENST00000369256:g.114473956j114485297_114485380j114487958>114473956j114481479_114481526j114487958,True
0,en|ENST00000649363:g.114473956j114481479_114481526j114487958>114473956j114485297_114485380j114487958,en|ENST00000649363:g.114473956j114481479_114481526j114487958>114473956j114485297_114485380j114487958,True
0,en|ENST00000369199:g.118015110j118033982_118034041j118038972>118015110j118027674_118027713j118038972,en|ENST00000369199:g.118015110j118033982_118034041j118038972>118015110j118027674_118027713j118038972,True
0,en|ENST00000392865:g.119500259j119515509_119515652j119526032>119500259j119515383_119515455j119526032,en|ENST00000392865:g.119500259j119515509_119515652j119526032>119500259j119515383_119515455j119526032,True
0,en|ENST00000369101:g.119500259j119515509_119515652j119526032>119500259j119515383_119515455j119526032,en|ENST00000369101:g.119500259j119515509_119515652j119526032>119500259j119515383_119515455j119526032,True
0,en|ENST00000369103:g.119500259j119515509_119515652j119526032>119500259j119515383_119515455j119526032,en|ENST00000369103:g.119500259j119515509_119515652j119526032>119500259j119515383_119515455j119526032,True
0,en|ENST00000351936:g.121517463j121517467_121517472j121519979>121517463j121518682_121518829j121519979,en|ENST00000351936:g.121517463j121517467_121517472j121519979>121517463j121518682_121518829j121519979,True
0,en|ENST00000360144:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709|ENST00000357555:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709|ENST00000613048:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709,en|ENST00000360144:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709,True
1,en|ENST00000360144:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709|ENST00000357555:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709|ENST00000613048:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709,en|ENST00000357555:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709,True
2,en|ENST00000360144:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709|ENST00000357555:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709|ENST00000613048:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709,en|ENST00000613048:g.121551459j121564502_121564579j121593709>121551459j121555452_121555545j121593709,True
0,en|ENST00000650587:g.125789005j125789283_125789363j125794880>125789005j125794022_125794388j125794880,en|ENST00000650587:g.125789005j125789283_125789363j125794880>125789005j125794022_125794388j125794880,True
0,en|ENST00000649536:g.125789005j125789283_125789363j125794880>125789005j125794022_125794388j125794880,en|ENST00000649536:g.125789005j125789283_125789363j125794880>125789005j125794022_125794388j125794880,True
0,en|ENST00000278317:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000278317:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
0,en|ENST00000381557:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000381557:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
0,en|ENST00000641119:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438|ENST00000381589:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000641119:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
1,en|ENST00000641119:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438|ENST00000381589:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000381589:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
0,en|ENST00000381563:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000381563:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
0,en|ENST00000344578:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000344578:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
0,en|ENST00000641225:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000641225:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
0,en|ENST00000397301:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,en|ENST00000397301:g.1934919j1936963_1937003j1938438>1934919j1936214_1936254j1938438,True
0,en|ENST00000396991:g.3811424j3822909_3822993j3823883>3811424j3817331_3817535j3823883,en|ENST00000396991:g.3811424j3822909_3822993j3823883>3811424j3817331_3817535j3823883,True
0,en|ENST00000278243:g.3811424j3817353_3817535j3823883>3811424j3822909_3822993j3823883|ENST00000464906:g.3811424j3817353_3817535j3823883>3811424j3822909_3822993j3823883,en|ENST00000278243:g.3811424j3817353_3817535j3823883>3811424j3822909_3822993j3823883,True
1,en|ENST00000278243:g.3811424j3817353_3817535j3823883>3811424j3822909_3822993j3823883|ENST00000464906:g.3811424j3817353_3817535j3823883>3811424j3822909_3822993j3823883,en|ENST00000464906:g.3811424j3817353_3817535j3823883>3811424j3822909_3822993j3823883,True
0,en|ENST00000396991:g.3811424j3822909_3822993j3823883>3811424j3817353_3817535j3823883,en|ENST00000396991:g.3811424j3822909_3822993j3823883>3811424j3817353_3817535j3823883,True
0,en|ENST00000278243:g.3811424j3817353_3817535j3823883>3811424j3823613_3823740j3823883|ENST00000464906:g.3811424j3817353_3817535j3823883>3811424j3823613_3823740j3823883,en|ENST00000278243:g.3811424j3817353_3817535j3823883>3811424j3823613_3823740j3823883,True
1,en|ENST00000278243:g.3811424j3817353_3817535j3823883>3811424j3823613_3823740j3823883|ENST00000464906:g.3811424j3817353_3817535j3823883>3811424j3823613_3823740j3823883,en|ENST00000464906:g.3811424j3817353_3817535j3823883>3811424j3823613_3823740j3823883,True
0,en|ENST00000396991:g.3811424j3822909_3822993j3823883>3811424j3817432_3817535j3823883,en|ENST00000396991:g.3811424j3822909_3822993j3823883>3811424j3817432_3817535j3823883,True
0,en|ENST00000399455:g.11842224j11873800_11873859j11880177>11842224j11878624_11878649j11880177,en|ENST00000399455:g.11842224j11873800_11873859j11880177>11842224j11878624_11878649j11880177,True
0,en|ENST00000324559:g.22211314j22218246_22218287j22221097>22211314j22218586_22218661j22221097,en|ENST00000324559:g.22211314j22218246_22218287j22221097>22211314j22218586_22218661j22221097,True
0,en|ENST00000379163:g.31650221j31763411_31763549j31783393>31650221j31687661_31687702j31783393,en|ENST00000379163:g.31650221j31763411_31763549j31783393>31650221j31687661_31687702j31783393,True
0,en|ENST00000640231:g.31650221j31763411_31763549j31783393>31650221j31687661_31687702j31783393,en|ENST00000640231:g.31650221j31763411_31763549j31783393>31650221j31687661_31687702j31783393,True
0,en|ENST00000379163:g.31650221j31763411_31763549j31783393>31650221j31780679_31780761j31783393,en|ENST00000379163:g.31650221j31763411_31763549j31783393>31650221j31780679_31780761j31783393,True
0,en|ENST00000640231:g.31650221j31763411_31763549j31783393>31650221j31780679_31780761j31783393,en|ENST00000640231:g.31650221j31763411_31763549j31783393>31650221j31780679_31780761j31783393,True
0,en|ENST00000434472:g.35190065j35211246_35211449j35214852>35190065j35198121_35198246j35214852,en|ENST00000434472:g.35190065j35211246_35211449j35214852>35190065j35198121_35198246j35214852,True
0,en|ENST00000529177:g.59793514j59795372_59795482j59800855>59793514j59795602_59795712j59800855,en|ENST00000529177:g.59793514j59795372_59795482j59800855>59793514j59795602_59795712j59800855,True
0,en|ENST00000633708:g.59793514j59795602_59795712j59803218>59793514j59795372_59795482j59803218,en|ENST00000633708:g.59793514j59795602_59795712j59803218>59793514j59795372_59795482j59803218,True
0,en|ENST00000633708:g.59793514j59795602_59795712j59803218>59793514j59797283_59797396j59803218,en|ENST00000633708:g.59793514j59795602_59795712j59803218>59793514j59797283_59797396j59803218,True
0,en|ENST00000278865:g.60061316j60062468_60062605j60064262>60061316j60061490_60061554j60064262,en|ENST00000278865:g.60061316j60062468_60062605j60064262>60061316j60061490_60061554j60064262,True
0,en|ENST00000301788:g.62761904j62762867_62763026j62765182>62761904j62762542_62762866j62765182,en|ENST00000301788:g.62761904j62762867_62763026j62765182>62761904j62762542_62762866j62765182,True
0,en|ENST00000356000:g.63681778j63704851_63704907j63749991>63681778j63746947_63747024j63749991,en|ENST00000356000:g.63681778j63704851_63704907j63749991>63681778j63746947_63747024j63749991,True
0,en|ENST00000354497:g.63681778j63749991_63750198j63756112>63681778j63753662_63753708j63756112,en|ENST00000354497:g.63681778j63749991_63750198j63756112>63681778j63753662_63753708j63756112,True
0,en|ENST00000301843:g.70420510j70421470_70421580j70422940>70420510j70422509_70422631j70422940|ENST00000301843:g.70420510j70421470_70421580j70422940>70420510j70422509_70422635j70422940,en|ENST00000301843:g.70420510j70421470_70421580j70422940>70420510j70422509_70422631j70422940,True
1,en|ENST00000301843:g.70420510j70421470_70421580j70422940>70420510j70422509_70422631j70422940|ENST00000301843:g.70420510j70421470_70421580j70422940>70420510j70422509_70422635j70422940,en|ENST00000301843:g.70420510j70421470_70421580j70422940>70420510j70422509_70422635j70422940,True
0,en|ENST00000354190:g.73653014j73655803_73655907j73660753>73653014j73653370_73653461j73660753,en|ENST00000354190:g.73653014j73655803_73655907j73660753>73653014j73653370_73653461j73660753,True
0,en|ENST00000398494:g.73653014j73655803_73655907j73660753>73653014j73653370_73653461j73660753,en|ENST00000398494:g.73653014j73655803_73655907j73660753>73653014j73653370_73653461j73660753,True
0,en|ENST00000532972:g.74949399j74963595_74963687j74965034>74949399j74949503_74949649j74965034,en|ENST00000532972:g.74949399j74963595_74963687j74965034>74949399j74949503_74949649j74965034,True
0,en|ENST00000534440:g.75401733j75402352_75402379j75404672>75401733j75404020_75404207j75404672,en|ENST00000534440:g.75401733j75402352_75402379j75404672>75401733j75404020_75404207j75404672,True
0,en|ENST00000532485:g.76926667j76958979_76959031j76976289>76926667j76959077_76959200j76976289,en|ENST00000532485:g.76926667j76958979_76959031j76976289>76926667j76959077_76959200j76976289,True
0,en|ENST00000527134:g.77877049j77878702_77878756j77900571>77877049j77884780_77884916j77900571,en|ENST00000527134:g.77877049j77878702_77878756j77900571>77877049j77884780_77884916j77900571,True
0,en|ENST00000533265:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541|ENST00000375614:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,en|ENST00000533265:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,True
1,en|ENST00000533265:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541|ENST00000375614:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,en|ENST00000375614:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,True
0,en|ENST00000436913:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,en|ENST00000436913:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,True
0,en|ENST00000525126:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541|ENST00000375615:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,en|ENST00000525126:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,True
1,en|ENST00000525126:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541|ENST00000375615:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,en|ENST00000375615:g.111554593j111555207_111555290j111557541>111554593j111555089_111555206j111557541,True
0,en|ENST00000619839:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,en|ENST00000619839:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,True
0,en|ENST00000621128:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877|ENST00000531044:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,en|ENST00000621128:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,True
1,en|ENST00000621128:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877|ENST00000531044:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,en|ENST00000531044:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,True
0,en|ENST00000316851:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,en|ENST00000316851:g.113235164j113246368_113246370j113255877>113235164j113236140_113236315j113255877,True
0,en|ENST00000619839:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,en|ENST00000619839:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,True
0,en|ENST00000621128:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,en|ENST00000621128:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,True
0,en|ENST00000316851:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,en|ENST00000316851:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,True
0,en|ENST00000531044:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,en|ENST00000531044:g.113235164j113246368_113246370j113255877>113235164j113236301_113236315j113255877,True
0,en|ENST00000442944:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,en|ENST00000442944:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,True
0,en|ENST00000278715:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000544387:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,en|ENST00000278715:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,True
1,en|ENST00000278715:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000544387:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,en|ENST00000544387:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,True
0,en|ENST00000542729:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000392841:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000648374:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000539986:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000537841:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,en|ENST00000542729:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,True
1,en|ENST00000542729:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000392841:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000648374:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000539986:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000537841:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,en|ENST00000392841:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,True
2,en|ENST00000542729:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000392841:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000648374:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000539986:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125|ENST00000537841:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,en|ENST00000648374:g.119090265j119091413_119091526j119092125>119090265j119091163_119091256j119092125,True
